quote_id;Insurer_A_price;Insurer_B_price;Insurer_C_price;Insurer_D_price;Insurer_E_price;Insurer_F_price;Insurer_G_price;Insurer_H_price;Insurer_I_price;Insurer_J_price;Insurer_K_price
580811;130.9;191.71;154.08;147.62;118.81;142.67;181.13;200.5;135.61;169.69;148.63
580812;42.75;48.87;58.82;46.25;57.42;39.78;41.29;49.09;46.67;61.57;49.76
580813;47.44;54.12;59.55;56.15;69.0;54.62;51.27;19.79;91.45;59.66;91.04
580814;55.74;73.39;61.9;74.67;76.35;63.5;83.68;175.42;60.96;82.23;75.17
580815;35.72;39.21;41.6;44.24;49.97;36.7;36.65;37.74;28.54;43.48;48.11
580816;71.33;158.33;78.96;73.76;85.91;59.64;117.55;96.79;123.02;155.64;125.97
580817;56.63;68.48;67.43;81.46;69.62;75.07;69.34;151.4;68.06;115.43;89.15
580818;30.21;31.89;34.78;36.02;52.89;30.26;34.58;53.73;55.51;39.0;41.47
580819;106.61;135.26;116.21;125.46;153.1;98.42;103.92;121.7;150.98;127.49;149.45
580820;114.85;160.22;169.01;186.13;161.85;150.97;155.32;164.14;174.07;165.95;154.42
580821;52.24;76.35;62.89;78.41;82.01;57.78;71.35;23.1;112.6;138.81;131.14
580822;47.55;48.77;51.69;56.07;50.55;48.71;37.24;51.58;63.23;102.19;63.79
580823;60.03;66.28;71.02;84.8;77.36;68.7;76.23;106.58;64.35;66.89;75.03
580824;168.99;203.34;196.41;183.05;259.55;211.36;195.26;287.79;229.08;339.33;250.94
580825;70.78;157.98;77.09;74.28;82.22;59.79;117.57;96.26;122.0;155.83;128.22
580826;23.23;18.21;29.66;26.95;51.83;28.13;24.84;-5.33;49.77;29.86;36.93
580827;73.74;115.5;84.25;92.88;93.59;89.48;112.47;103.62;81.61;183.34;117.32
580828;69.21;72.64;71.8;63.89;106.89;72.29;66.91;108.41;78.17;76.58;80.06
580829;54.4;43.41;56.97;42.65;56.48;34.52;38.99;32.12;29.21;44.51;48.54
580830;55.08;88.08;79.04;65.91;110.17;126.42;113.89;100.58;89.38;124.11;116.07
580831;136.1;187.84;211.75;199.98;195.28;168.94;170.97;220.97;209.89;201.65;185.22
580832;61.27;77.61;79.61;86.84;124.82;73.78;67.9;46.37;180.98;73.56;126.0
580833;52.24;76.35;62.89;78.41;82.01;57.78;71.35;23.1;112.6;138.81;131.14
580834;20.64;21.33;30.82;25.39;29.17;30.46;21.47;50.9;28.03;29.21;43.15
580835;185.94;369.53;212.93;178.32;211.84;179.71;261.18;322.75;201.1;364.35;235.65
580836;164.37;137.84;142.11;114.29;141.04;100.47;110.78;222.43;118.68;172.84;164.03
580837;42.75;48.87;58.82;46.25;57.42;39.78;41.29;49.09;46.67;61.57;49.76
580838;394.34;171.7;303.95;104.91;219.43;167.21;121.27;242.88;139.56;215.8;143.12
580839;69.71;75.76;81.8;88.09;74.5;73.19;74.22;165.81;78.96;76.43;90.04
580840;59.45;64.64;78.69;71.75;77.35;71.77;68.59;65.18;67.86;68.79;75.67
580841;34.98;31.4;35.41;43.39;60.49;33.34;26.15;-1.24;56.86;46.81;46.66
580842;51.91;58.95;61.03;55.17;85.67;63.01;52.36;58.93;64.67;58.85;71.06
580843;127.06;192.31;208.93;218.45;165.41;143.79;158.79;235.97;224.66;215.91;242.02
580844;30.64;44.62;42.65;40.02;21.22;47.08;42.43;49.33;48.43;54.6;58.34
580845;143.98;156.74;111.42;151.01;122.04;116.67;118.62;122.18;142.72;251.84;164.75
580846;41.26;49.01;47.65;32.85;45.96;43.41;42.28;-7.46;39.66;46.41;45.18
580847;166.29;223.09;191.39;166.83;217.77;131.46;135.09;238.03;226.3;287.52;192.59
580848;88.44;113.48;104.16;117.07;99.26;107.03;97.12;137.16;92.76;133.23;149.92
580849;162.68;272.2;171.49;168.62;144.32;151.31;191.51;239.87;174.95;263.42;198.73
580850;81.69;97.06;81.88;111.06;103.1;77.61;61.55;64.62;110.62;166.28;91.12
580851;144.99;154.67;110.78;153.89;123.25;115.69;119.43;122.18;147.51;250.99;164.05
580852;45.12;60.95;65.61;57.87;43.6;57.71;58.12;59.16;73.84;72.18;56.8
580853;378.73;311.59;417.54;330.87;323.16;213.01;196.38;279.57;336.91;409.46;277.26
580854;16.9;22.65;18.32;31.59;30.97;22.85;22.7;-0.01;47.02;36.52;34.24
580855;31.38;32.95;39.46;29.35;55.7;30.67;30.64;3.68;45.0;42.81;38.15
580856;62.03;71.5;84.78;84.5;88.3;70.89;77.61;82.27;72.33;76.87;102.61
580857;132.56;168.27;165.98;117.48;147.07;125.26;90.8;112.22;185.85;249.54;174.59
580858;73.74;115.5;84.25;92.88;93.59;89.48;112.47;103.62;81.61;183.34;117.32
580859;80.62;120.15;99.79;123.83;112.08;107.51;145.17;166.66;134.17;86.58;178.54
580860;141.24;188.43;155.26;150.17;174.15;143.6;186.52;234.65;169.66;217.47;180.38
580861;47.61;50.28;49.85;53.07;74.46;53.84;52.87;63.38;61.15;52.89;59.79
580862;164.37;137.84;142.11;114.29;141.04;100.47;110.78;222.43;118.68;172.84;164.03
580863;60.2;54.91;73.62;83.55;64.6;74.5;66.46;167.55;62.78;75.23;78.39
580864;129.9;167.76;207.47;205.12;192.91;141.76;135.17;284.16;224.49;182.86;267.9
580865;32.64;34.53;37.8;42.21;47.07;38.65;33.51;52.51;67.37;39.27;55.08
580866;124.44;219.25;152.49;153.11;142.5;129.11;181.2;291.22;171.93;163.34;168.0
580867;61.17;71.79;85.99;73.39;97.66;76.54;69.67;60.16;69.05;73.62;79.42
580868;73.74;115.5;84.25;92.88;93.59;89.48;112.47;103.62;81.61;183.34;117.32
580869;65.55;97.7;81.4;81.44;111.99;74.61;99.39;44.85;179.41;127.51;161.97
580870;66.67;86.22;71.78;81.9;82.27;65.19;68.36;53.6;138.7;111.71;120.6
580871;24.13;31.73;35.99;36.75;41.85;30.19;29.96;27.95;43.33;47.95;47.69
580872;29.56;33.45;36.49;44.42;55.71;33.12;31.89;51.65;62.31;55.36;45.61
580873;114.07;118.44;108.06;160.22;197.71;113.39;117.25;212.11;127.33;192.92;152.45
580874;23.92;31.34;36.19;36.48;38.97;30.09;29.64;15.72;43.35;46.05;35.47
580875;30.64;44.62;42.65;40.02;21.22;47.08;42.43;49.33;48.43;54.6;58.34
580876;73.89;81.74;88.27;112.12;110.26;75.16;63.96;42.49;186.01;146.02;171.03
580877;33.32;38.39;33.11;29.32;36.79;34.23;32.16;10.76;50.62;41.55;35.65
580878;195.14;265.74;243.3;224.34;322.29;216.71;253.21;380.18;281.51;227.41;312.92
580879;26.34;41.0;29.47;37.64;37.31;29.22;34.55;27.17;43.36;102.99;43.5
580880;38.96;77.72;57.17;67.9;94.72;65.17;81.13;85.55;73.01;74.51;101.79
580881;88.49;150.61;119.96;142.45;157.85;116.98;140.22;176.58;162.35;142.72;211.6
580882;47.76;56.38;55.8;60.38;79.02;58.13;53.34;49.02;67.88;63.83;76.56
580883;34.58;49.3;39.66;54.12;62.67;40.21;35.5;0.78;81.17;74.75;70.35
580884;159.0;207.28;174.76;170.4;189.06;165.92;199.48;231.5;172.95;227.26;197.51
580885;108.5;106.97;135.53;102.35;149.73;104.14;80.48;77.38;221.53;117.56;162.03
580886;89.48;123.48;116.6;96.97;103.91;88.19;85.14;103.8;115.19;134.46;92.58
580887;88.47;111.92;84.81;114.4;90.93;74.74;128.04;174.45;79.39;104.78;109.47
580888;49.42;58.7;58.06;65.18;81.79;59.94;55.71;48.87;73.27;68.25;82.29
580889;36.8;76.08;53.23;65.2;82.47;61.74;77.45;80.8;68.72;72.1;98.77
580890;44.77;64.1;40.11;50.49;81.49;44.43;52.64;69.05;80.44;84.27;98.77
580891;180.82;363.09;203.71;177.57;205.89;166.46;257.26;287.92;198.47;363.7;220.54
580892;61.32;107.75;78.92;85.56;66.2;74.79;94.69;134.75;98.4;91.92;120.47
580893;31.71;39.13;38.19;23.68;44.56;39.03;38.47;90.64;39.93;41.45;55.01
580894;32.96;40.75;37.29;34.18;53.21;35.24;30.05;6.67;50.28;39.95;35.08
580895;46.15;44.42;70.24;52.18;78.4;51.79;42.71;55.0;74.86;59.31;68.03
580896;117.13;171.36;115.37;163.15;158.99;94.46;95.79;168.59;177.7;189.91;141.41
580897;84.82;98.88;92.99;107.48;81.86;81.86;89.09;189.33;77.04;94.36;97.94
580898;52.27;64.49;66.84;61.36;86.6;55.98;65.43;106.64;65.22;68.97;109.27
580899;25.06;29.38;30.86;36.88;43.89;30.12;27.72;67.99;29.81;55.97;52.85
580900;144.99;154.67;110.78;153.89;123.25;115.69;119.43;122.18;147.51;250.99;164.05
580901;97.17;116.34;113.28;143.9;98.89;89.99;96.55;127.4;165.21;159.54;110.21
580902;61.17;71.79;85.99;73.39;97.66;76.54;69.67;60.16;69.05;73.62;79.42
580903;69.6;101.93;99.0;92.55;104.81;91.73;104.62;123.28;96.83;97.33;131.22
580904;47.44;54.12;59.43;56.15;69.0;54.68;51.27;19.79;91.45;59.66;91.04
580905;77.75;84.07;118.33;86.75;119.99;102.16;84.38;94.74;88.49;104.15;100.85
580906;19.45;26.85;21.45;25.69;26.62;25.72;23.07;40.04;23.56;36.18;29.95
580907;149.55;264.36;170.97;172.11;200.02;146.22;200.88;261.99;159.19;195.55;191.83
580908;86.87;128.46;112.2;120.75;118.47;100.02;125.41;184.61;114.03;164.23;123.53
580909;58.89;99.5;70.87;85.93;98.99;70.16;90.97;132.1;85.48;106.72;70.25
580910;96.58;117.98;117.35;148.32;98.58;93.17;100.51;130.18;167.4;162.03;112.38
580911;30.25;35.06;30.84;34.32;46.36;26.86;27.8;45.09;48.53;47.33;33.98
580912;42.23;54.47;43.3;64.27;43.72;53.34;55.0;114.8;47.75;63.84;71.27
580913;195.14;265.74;243.3;224.34;322.29;216.71;253.21;380.18;281.51;227.41;312.92
580914;23.11;26.49;35.69;34.38;29.49;39.05;27.69;49.39;53.86;33.05;50.97
580915;29.9;43.4;31.57;44.93;39.65;36.0;43.19;42.22;69.05;48.55;47.5
580916;156.25;209.49;193.64;215.71;179.18;123.53;125.96;231.81;237.49;232.76;226.96
580917;117.6;200.26;139.57;150.29;147.78;129.85;182.43;229.57;135.68;141.81;143.14
580918;155.94;209.71;191.8;211.03;177.77;122.54;126.75;211.04;235.27;236.09;179.26
580919;83.0;143.08;102.61;139.16;142.28;89.16;121.47;217.66;110.81;164.66;211.77
580920;55.53;69.45;71.81;66.82;92.98;62.07;66.51;42.12;104.87;74.85;128.39
580921;53.56;63.05;64.59;61.06;85.64;57.37;45.05;66.54;91.05;83.91;93.05
580922;23.07;18.32;30.28;26.95;50.58;28.91;24.63;-2.55;49.9;28.75;39.2
580923;38.32;41.44;38.9;38.47;51.14;43.77;32.04;-15.06;38.99;41.92;51.73
580924;26.49;31.42;39.08;29.42;46.65;23.7;29.77;67.25;56.59;52.29;47.86
580925;356.11;314.52;448.12;290.72;367.38;248.84;169.6;327.52;331.03;382.32;347.79
580926;47.21;58.51;64.52;50.9;64.96;51.84;46.07;66.14;60.23;72.34;70.89
580927;180.37;354.3;197.64;172.83;201.96;165.3;244.02;275.46;192.65;328.24;210.5
580928;118.16;138.73;128.7;145.47;139.57;109.93;134.2;172.2;165.62;128.56;118.51
580929;62.88;73.48;87.6;68.51;114.24;80.49;67.16;87.49;75.81;84.08;104.24
580930;124.95;180.59;162.76;182.15;168.56;132.72;170.98;271.44;240.76;160.67;262.62
580931;41.43;45.35;47.11;41.43;62.94;38.46;38.8;46.87;50.62;54.09;67.34
580932;91.63;179.0;125.29;82.62;120.92;81.74;166.32;174.35;81.06;170.46;137.39
580933;122.06;163.66;163.85;181.94;180.53;103.85;83.91;118.3;142.09;246.46;246.86
580934;82.68;87.68;73.31;136.22;121.75;73.3;86.31;151.52;135.32;100.41;84.9
580935;97.96;153.23;134.02;89.5;114.0;90.99;197.7;119.97;124.79;236.27;266.97
580936;84.46;133.95;105.34;130.89;130.98;89.34;119.48;117.3;133.1;128.59;200.61
580937;24.56;41.31;35.58;44.15;52.23;35.73;32.43;32.63;49.14;53.41;49.57
580938;84.29;134.31;105.31;130.89;130.9;89.34;119.48;117.3;134.22;128.05;199.91
580939;92.49;151.97;114.21;141.88;161.88;120.6;183.58;252.92;161.85;124.02;241.83
580940;39.01;48.11;50.75;52.07;69.59;46.57;37.26;-7.53;76.03;56.3;72.64
580941;135.46;168.39;150.87;160.23;154.92;105.34;117.79;146.68;117.41;297.57;204.54
580942;96.72;109.16;83.21;95.23;88.22;86.16;106.98;184.29;75.16;107.09;115.76
580943;74.93;101.23;108.31;119.91;126.52;80.73;73.71;98.2;158.83;176.25;128.17
580944;21.48;20.99;24.93;24.06;38.51;23.49;19.79;35.9;29.14;33.45;42.21
580945;39.09;54.06;55.26;45.09;68.55;49.14;44.31;22.34;94.6;50.12;45.74
580946;78.09;81.23;92.08;87.84;71.0;78.87;86.66;66.99;90.14;141.39;80.1
580947;86.98;98.28;99.24;87.8;121.69;91.11;77.67;104.28;96.96;133.87;95.86
580948;84.91;92.55;103.12;110.99;117.37;84.43;84.18;213.72;200.63;114.82;153.98
580949;69.71;75.76;81.8;88.09;74.5;73.19;74.22;165.81;78.96;76.43;90.04
580950;29.56;33.45;36.49;44.42;55.71;33.12;31.89;51.65;62.31;55.36;45.61
580951;193.15;248.74;282.59;230.16;277.62;227.32;222.95;332.6;281.88;457.49;332.25
580952;51.33;83.5;66.63;65.68;98.55;64.95;63.38;75.13;67.34;69.85;81.62
580953;28.56;41.94;40.4;28.97;25.75;24.72;27.52;15.91;43.9;62.24;39.36
580954;52.46;58.11;54.19;50.68;75.28;53.29;51.03;34.66;54.93;63.46;51.06
580955;22.26;31.12;29.52;29.79;36.65;28.05;26.53;5.35;28.65;39.64;34.75
580956;821.33;338.5;371.26;270.05;360.88;307.16;240.4;314.85;315.03;347.1;286.66
580957;205.73;268.5;308.73;307.03;230.6;222.58;229.4;314.1;255.42;218.23;226.99
580958;121.32;126.39;151.99;107.75;135.96;124.74;115.39;147.97;150.68;165.39;157.81
580959;183.4;365.49;213.02;189.86;230.78;186.64;263.07;311.08;204.09;369.15;257.13
580960;43.78;55.03;50.43;56.26;88.23;51.09;40.61;-0.67;106.84;57.24;66.58
580961;58.47;74.02;66.52;80.15;80.59;60.55;93.58;223.68;67.85;105.94;92.44
580962;66.37;100.5;90.44;80.84;153.28;66.35;69.26;77.45;119.55;135.1;126.66
580963;20.64;21.33;30.82;25.39;29.17;30.46;21.47;50.9;28.03;29.21;43.15
580964;59.08;91.34;74.77;66.36;100.36;72.38;86.45;123.19;70.37;96.71;93.06
580965;84.98;92.24;109.51;99.37;113.62;84.56;89.78;149.52;110.88;138.42;146.31
580966;56.75;66.48;70.13;83.44;76.5;71.5;70.75;105.39;98.61;78.48;83.34
580967;66.72;71.04;84.39;70.15;120.77;79.91;68.8;85.64;77.78;89.81;73.65
580968;142.33;272.41;162.71;168.72;181.68;142.35;201.09;262.52;173.09;244.74;186.07
580969;117.09;154.68;160.52;155.35;135.02;107.64;125.81;149.84;193.95;229.91;141.35
580970;49.42;58.7;58.06;65.18;81.79;59.94;55.71;48.87;73.27;68.25;82.29
580971;51.93;71.02;71.61;57.86;61.08;58.62;51.19;57.2;70.02;82.31;65.16
580972;45.76;54.32;53.34;59.45;63.38;50.07;51.85;84.99;77.66;64.2;57.03
580973;356.11;314.52;448.12;290.72;367.38;248.84;169.6;327.52;331.03;382.32;347.79
580974;31.89;37.62;40.78;37.62;56.15;36.63;28.21;22.05;50.27;42.01;35.93
580975;103.16;103.67;116.47;114.58;92.93;87.08;68.83;174.44;152.86;134.75;89.41
580976;44.81;68.26;67.59;60.24;79.3;70.57;71.38;78.71;77.68;68.21;79.52
580977;109.81;152.58;157.62;142.59;122.5;104.92;123.09;145.59;177.43;217.89;128.33
580978;149.43;266.92;175.96;184.09;187.24;147.43;204.82;255.66;158.27;235.98;190.48
580979;22.26;31.12;29.52;29.79;36.65;28.05;26.53;5.35;28.65;39.64;34.75
580980;124.95;180.59;162.76;182.15;168.56;132.72;170.98;271.44;240.76;160.67;262.62
580981;43.35;45.85;54.07;64.34;64.44;52.31;43.69;98.89;47.75;60.03;63.9
580982;125.4;98.05;114.38;111.63;96.33;76.49;95.37;97.55;107.65;134.15;151.05
580983;58.02;74.3;66.61;77.72;78.44;62.27;93.43;223.68;68.36;105.18;91.88
580984;124.44;219.25;152.49;153.11;142.5;129.11;181.2;291.22;171.93;163.34;168.0
580985;41.43;45.35;47.11;41.43;62.94;38.46;38.8;46.87;50.62;54.09;67.34
580986;84.82;98.88;92.99;107.48;81.86;81.86;89.09;189.33;77.04;94.36;97.94
580987;128.71;129.89;159.98;116.92;166.18;93.2;116.85;227.76;112.17;155.57;172.24
580988;127.46;169.36;133.64;132.94;156.47;130.34;170.52;230.82;134.66;153.65;150.95
580989;90.89;131.37;122.8;119.33;173.43;135.13;106.51;73.71;103.98;172.72;153.63
580990;24.13;31.73;35.99;36.75;41.85;30.19;29.96;27.95;43.33;47.95;47.69
580991;24.38;32.65;33.77;25.22;41.23;27.53;27.84;22.27;37.74;46.58;41.66
580992;79.83;100.89;103.9;106.9;109.4;100.39;82.23;88.33;108.92;169.9;107.93
580993;98.94;116.29;97.32;126.85;87.04;79.17;123.88;222.59;83.86;122.79;114.78
580994;103.16;103.67;116.47;114.58;92.93;87.08;68.83;174.44;152.86;134.75;89.41
580995;55.93;67.66;59.99;57.12;88.28;67.45;58.75;61.25;66.71;86.87;75.01
580996;79.44;84.54;100.21;101.63;66.45;79.3;88.81;137.92;101.62;158.75;114.37
580997;56.91;71.48;70.25;80.78;93.26;68.29;60.8;58.9;105.26;79.29;91.41
580998;37.16;36.48;46.64;36.56;61.05;37.55;29.47;22.24;47.41;44.61;38.19
580999;67.22;90.18;91.5;80.3;93.57;82.95;70.36;83.94;80.43;126.36;108.13
581000;56.54;59.26;64.82;62.36;69.17;71.62;57.87;72.66;75.36;55.8;54.7
581001;87.8;87.38;107.58;109.65;89.86;88.27;94.92;134.89;120.04;161.75;124.67
581002;47.61;50.28;49.85;53.07;74.46;53.84;52.87;63.38;61.15;52.89;59.79
581003;43.05;48.1;57.42;67.79;68.74;56.5;45.9;104.93;49.78;61.92;66.28
581004;29.56;33.45;36.49;44.42;55.71;33.12;31.89;51.65;62.31;55.36;45.61
581005;81.69;97.06;81.88;111.06;103.1;77.61;61.55;64.62;110.62;166.28;91.12
581006;56.53;59.14;64.86;69.44;74.12;73.16;59.32;71.44;78.19;60.67;58.73
581007;111.03;111.41;135.9;104.07;160.44;86.24;97.46;195.07;103.87;139.81;127.77
581008;195.09;351.6;218.22;222.51;215.44;189.09;239.85;317.39;199.53;255.14;216.96
581009;106.32;121.96;140.42;116.87;152.3;100.95;106.64;183.51;268.88;161.01;199.35
581010;90.02;90.85;88.96;109.28;114.55;77.75;94.29;174.45;177.64;89.74;94.32
581011;43.78;55.03;50.43;56.26;88.23;51.09;40.61;-0.67;106.84;57.24;66.58
581012;144.35;157.91;142.63;142.2;200.53;123.95;158.15;262.99;199.06;209.6;214.08
581013;159.56;209.36;176.8;178.63;221.28;152.37;132.25;188.8;233.11;317.89;193.56
581014;63.2;88.2;80.02;73.71;101.27;83.49;78.93;89.76;67.63;139.19;108.8
581015;87.8;87.38;107.58;109.65;89.86;88.27;94.92;134.89;120.04;161.75;124.67
581016;158.38;200.97;174.04;170.4;186.58;162.2;196.54;241.31;167.57;229.54;194.75
581017;27.15;35.03;33.99;29.55;27.92;28.74;26.7;8.24;52.37;39.13;33.78
581018;24.13;31.73;35.99;36.75;41.85;30.19;29.96;27.95;43.33;47.95;47.69
581019;173.41;263.79;237.94;220.59;279.0;179.19;192.9;360.4;210.94;263.85;257.71
581020;81.37;99.16;80.48;75.91;88.13;73.67;84.71;151.11;77.01;137.43;106.03
581021;29.56;33.45;36.49;44.42;55.71;33.12;31.89;51.65;62.31;55.36;45.61
581022;35.43;51.1;43.44;45.17;49.19;37.86;41.34;-3.56;52.9;50.24;49.57
581023;21.64;29.24;31.36;26.04;38.19;26.96;25.6;22.37;35.67;44.62;29.9
581024;69.71;75.76;81.8;88.09;74.5;73.19;74.22;165.81;78.96;76.43;90.04
581025;86.98;98.28;99.24;87.8;121.69;91.11;77.67;104.28;96.96;133.87;95.86
581026;84.17;88.15;104.87;110.6;71.6;85.99;94.72;132.0;115.82;158.73;120.96
581027;31.12;33.05;33.46;46.12;62.13;33.63;31.39;-16.53;58.79;51.96;51.64
581028;29.56;33.45;36.49;44.42;55.71;33.12;31.89;51.65;62.31;55.36;45.61
581029;29.56;33.45;36.49;44.42;55.71;33.12;31.89;51.65;62.31;55.36;45.61
581030;97.3;60.13;91.32;68.5;33.13;56.06;53.66;81.35;84.86;85.28;91.36
581031;93.82;104.54;125.68;81.76;158.4;82.35;96.86;199.78;119.18;145.33;133.8
581032;69.71;75.76;81.8;88.09;74.5;73.19;74.22;165.81;78.96;76.43;90.04
581033;53.65;81.91;74.36;73.34;94.49;73.34;78.34;80.41;68.22;140.55;107.93
581034;21.64;29.24;31.36;26.04;38.19;26.96;25.6;22.37;35.67;44.62;29.9
581035;24.38;32.65;33.77;25.22;41.23;27.53;27.84;22.27;37.74;46.58;41.66
581036;29.04;34.13;37.14;40.82;55.71;33.4;31.31;54.92;59.94;51.59;43.3
581037;58.47;74.02;67.08;80.91;80.2;60.81;93.81;223.74;67.4;106.46;92.43
581038;55.91;68.84;74.21;69.52;99.8;74.58;70.73;87.9;81.61;85.98;94.98
581039;59.73;87.33;82.44;89.13;97.57;86.23;90.85;99.72;85.42;85.31;78.21
581040;73.19;96.4;85.63;75.4;86.86;85.52;66.0;53.63;78.15;104.59;109.72
581041;102.44;130.39;129.78;137.98;122.42;96.03;108.56;190.93;113.3;134.68;98.06
581042;57.44;65.05;81.61;69.38;78.89;68.68;70.8;188.53;59.1;75.82;74.27
581043;41.07;47.23;41.92;45.01;67.89;46.85;54.48;60.82;49.73;63.61;62.19
581044;66.44;78.53;63.3;87.43;61.43;60.59;94.2;78.29;57.37;69.16;82.99
581045;69.08;87.68;82.71;97.14;89.58;83.2;82.47;83.24;79.97;92.78;86.17
581046;24.7;33.9;33.88;37.93;44.54;31.86;34.36;75.76;29.55;41.78;47.43
581047;152.9;272.72;174.1;188.14;190.05;147.74;217.26;280.32;179.04;293.86;203.25
581048;75.32;99.13;68.14;77.73;60.89;67.43;74.48;79.34;62.37;84.36;76.64
581049;280.58;308.17;372.91;308.82;312.91;249.25;173.87;288.0;298.57;354.37;251.4
581050;51.77;64.7;56.35;54.35;83.73;61.68;56.6;59.31;66.3;79.91;70.71
581051;68.95;87.73;82.4;97.2;87.6;83.29;82.39;83.87;80.72;91.22;86.35
581052;84.17;88.15;104.87;110.6;71.6;85.99;94.72;132.0;115.82;158.73;120.96
581053;36.48;38.13;37.98;31.8;33.99;36.86;35.04;6.0;37.3;36.73;33.12
581054;33.71;30.6;38.69;46.34;40.83;46.17;40.01;99.13;22.38;50.04;55.83
581055;56.34;70.06;69.3;79.12;87.93;68.13;59.9;57.93;103.33;78.95;88.84
581056;21.44;38.18;34.77;37.2;40.25;38.91;39.06;24.13;38.78;43.8;42.56
581057;63.69;89.51;77.71;74.31;103.69;77.77;76.24;47.26;78.16;89.76;100.54
581058;39.33;46.04;54.35;54.8;93.12;48.84;53.45;113.46;88.61;73.77;74.33
581059;39.28;45.84;44.62;46.31;71.74;43.13;38.23;46.19;41.3;68.53;60.16
581060;61.9;85.77;76.2;75.38;107.14;73.41;75.33;39.34;75.8;90.75;99.27
581061;65.94;78.69;63.13;87.43;60.23;60.59;94.2;78.29;57.77;68.97;82.99
581062;32.03;40.1;36.81;32.14;52.54;34.56;29.9;7.38;38.99;41.72;35.68
581063;39.25;49.48;37.79;51.36;30.55;47.62;56.03;79.57;68.97;47.05;59.91
581064;155.41;272.71;170.59;167.28;191.85;153.33;206.57;274.64;177.07;233.5;194.65
581065;30.99;23.28;31.62;20.2;-6.67;24.94;17.87;14.15;36.76;42.45;34.73
581066;292.79;351.87;363.76;409.3;593.32;293.16;232.21;355.14;410.85;404.3;388.25
581067;19.45;26.85;21.45;25.69;26.62;25.72;23.07;40.04;23.56;36.18;29.95
581068;109.79;124.95;118.36;118.61;107.49;103.41;124.67;163.87;141.23;112.01;100.14
581069;155.96;210.44;172.35;176.61;181.79;162.85;216.37;232.34;194.49;282.29;200.47
581070;39.28;45.84;44.62;46.31;71.74;43.13;38.23;46.19;41.3;68.53;60.16
581071;44.84;68.51;67.57;60.2;98.32;71.1;71.52;81.2;80.58;71.12;81.0
581072;41.07;47.23;41.92;45.01;67.89;46.85;54.48;60.82;49.73;63.61;62.19
581073;49.83;71.84;61.85;59.34;48.61;67.64;71.85;72.76;69.24;76.65;85.63
581074;32.35;32.69;40.41;37.51;46.42;39.61;27.85;40.33;43.84;46.72;48.02
581075;69.21;126.2;96.6;109.22;161.56;98.55;137.25;240.62;110.39;109.22;200.9
581076;82.55;90.78;73.67;119.77;104.5;73.88;91.1;125.04;140.5;101.22;83.68
581077;85.98;94.44;107.96;109.88;99.51;72.39;124.51;214.48;82.33;134.39;132.63
581078;134.9;154.08;177.46;159.17;170.78;122.45;121.17;217.51;213.89;205.9;198.74
581079;134.29;154.26;172.84;137.85;208.31;127.22;118.31;297.37;154.94;165.17;158.0
581080;34.98;31.4;35.41;43.39;60.49;33.34;26.15;-1.24;56.86;46.81;46.66
581081;132.08;180.08;133.23;188.59;247.24;143.37;175.39;248.93;159.4;360.42;216.22
581082;51.33;83.5;66.63;65.68;98.55;64.95;63.38;75.13;67.34;69.85;81.62
581083;82.73;89.23;95.34;87.88;89.44;73.32;90.34;152.66;112.18;77.84;90.99
581084;267.78;240.22;372.13;229.74;206.13;177.79;237.86;263.7;209.15;275.18;291.92
581085;75.15;87.61;94.61;84.6;95.34;81.28;76.98;163.57;72.45;93.3;83.41
581086;118.16;138.73;128.7;145.47;139.57;109.93;134.2;172.2;165.62;128.56;118.51
581087;158.88;202.58;172.65;169.22;186.84;158.98;198.71;238.57;162.74;191.9;191.15
581088;19.45;26.85;21.45;25.69;26.62;25.72;23.07;40.04;23.56;36.18;29.95
581089;52.46;58.11;54.19;50.68;75.28;53.29;51.03;34.66;54.93;63.46;51.06
581090;94.29;96.06;130.74;79.1;143.65;89.13;67.95;159.81;95.88;112.96;88.12
581091;32.9;33.22;39.21;38.53;54.52;39.08;29.95;34.04;58.81;46.41;46.9
581092;154.08;286.61;181.7;247.83;230.19;157.86;245.05;283.47;218.63;288.42;248.11
581093;60.97;70.89;79.98;71.96;117.38;82.05;68.19;93.11;70.87;86.54;91.9
581094;82.58;102.87;124.25;77.0;175.3;85.79;70.56;162.4;74.5;98.55;99.63
581095;74.93;101.23;108.31;119.91;126.52;80.73;73.71;98.2;158.83;176.25;128.17
581096;90.15;146.27;117.57;123.97;131.98;106.12;161.12;212.77;130.58;108.86;220.08
581097;361.89;352.83;341.79;253.11;445.91;352.11;184.41;273.48;311.69;365.21;299.56
581098;43.61;56.82;46.76;64.11;60.79;50.25;44.86;25.73;75.56;62.69;56.21
581099;18.54;22.35;24.67;22.42;35.47;26.94;23.35;32.08;37.4;33.58;29.45
581100;294.16;343.21;379.62;237.8;523.33;235.35;241.35;497.58;263.74;329.77;360.57
581101;43.71;50.35;55.61;50.24;50.35;47.29;37.95;38.08;54.43;60.2;63.6
581102;32.02;35.16;43.97;43.47;52.18;39.36;36.03;82.42;37.26;55.43;61.4
581103;297.92;710.19;475.09;458.96;396.29;348.35;338.96;417.97;434.36;326.0;502.61
581104;59.04;70.18;77.35;66.48;110.8;77.06;68.14;91.68;68.66;83.42;91.36
581105;166.37;230.88;276.4;254.4;281.67;236.0;208.01;315.01;264.52;298.17;271.41
